Gene	Synonyms	GeneID	Aliases	Organism	Interaction	Interaction_Type	Drug
HYOU1	HYOU1;GRP-170;Grp170;HSP12A;ORP-150;ORP150	10525	GeneID:10525;HGNC:HGNC:16931;HPRD:03448;MIM:601746;ensembl_gene_id:ENSG00000149428;ensembl_gene_id:ENSG00000280682	Homo sapiens	IKBKE;EXT2;H2AFX;SARM1;SIRT7;CDK2;FBXO6;OS9;ATP6V1B2;ATP6V1F;GANAB;MCM7;MDM2;CLU;HSPA8;MOV10;NXF1;CUL7;EZH2;RNF2;EGFR;SCNN1A;YAP1;C1orf123;DNAJA1;DNAJA4;DNAJB1;DNAJB4;DNAJB5;DNAJC17;DNAJC2;DNAJC3;DNAJC8;DNAJC9;NAPA;SEL1L;NTRK1;EWSR1;OFD1;TCTN2;TCTN3;CNTRL;FBF1;NPHP1;DCTN1;TCTN1;GBA;GBA;HSPA5;GOLT1B;SGTB;RFWD3;Bmpr1a;Itgb1;Tpm4;DNAJC8;PTPRN;PTPRO;DLD;DLST;EDEM3;BRCA1;CFTR;TMPO;UBE2M;AAR2;AGR2;RECQL4;AURKB;BET1;CANX;CANX;LAMP1;PSMA1;RAB11A;RAB9A;TUBA1A;GOLGA2;TGOLN2;COX14;MGST3;COX4I1;PLGRKT;VIRMA;PSMA3;PHB;BACE1;NR2C2;LINC01554;HOOK1;HOOK3;MSH6;HK2;BIN1;XRCC5;MCM2;DNAJB11;ETF1;KIF13A;POLR1C;NUP205;HK1;NUP37;BCAR1;DNAJC7;XRCC6;ARMCX3;BCAR1	Physical Interaction	
JUN	JUN;AP-1;AP1;c-Jun;p39	3725	GeneID:3725;HGNC:HGNC:6204;HPRD:01302;MIM:165160;ensembl_gene_id:ENSG00000177606	Homo sapiens	NELFB;NCOA6;NCOA1;BRCA1;AR;ATF2;RBM39;ATF3;MAPK8;NR3C1;PHOX2A;HDAC3;FOS;BCL3;CREBBP;FOSL1;FOSL2;ERG;COPS5;JUN;GTF2B;TBP;TGIF1;SMAD2;SPI1;RELA;VAV1;DDIT3;SMAD3;PRKD1;SPIB;PIN1;TSC22D3;ETS2;NACA;MAPK3;VDR;CREB5;NRIP1;RUNX2;RUNX1;PML;STAT3;STAT1;NCOR2;RB1;NFYA;SP1;MAPK9;BCL6;GATA2;HMGA1;ATF4;JDP2;PPP3CB;CDKN1A;RPS6KA2;ITCH;CSK;DACH1;MAZ;CEBPA;SIRT1;KAT7;EDF1;EP300;PIAS2;PIAS1;STAT6;MBD3;CREB1;PPP2R2D;RNF187;IKBKB;HIF1A;MAPK1;MTA1;KDM2B;FBXL12;COPS2;AP1G1;NECAP1;AMPH;CSNK2A1;ITPK1;ITPK1;TRAF2;MAP3K1;BATF3;MAPK10;MAP2K4;MAP2K7;NFATC2;MUC1;PRKDC;TCL1A;SMARCD3;BATF2;EPAS1;CEBPE;CEBPG;HDGF;CASP9;ETS1;MDM2;CORO7;CORO7;ABL1;GSK3B;PPP3CA;KAT2B;PPARG;PARP1;ETV4;MAPK8IP1;UBE2I;MAPK14;DEUP1;CCNDBP1;TRIP4;EWSR1;KLF5;MEF2A;NFATC1;DNMT3L;UBXN7;FBXW7;NFE2L2;ARNT;NFAT5;RNF187;ZBTB7C;ESR1;RALBP1;ARIH1;JUNB;ARHGAP22;MLLT6;MLLT6;EXOC1;TPM3;CCDC97;CLEC3A;NCKIPSD;AHCYL2;MAX;PHLDB3;PHF21A;OIP5;CCDC93;COP1;USP6;MTDH;YAP1;BLM;EGLN3;HIRA;UBN1;ASF1A;COPS6;TNIP2;CRBN;DAXX;DAXX;DAXX;DAXX;DAXX;VRK1;SOX2;TP73;CCND1;VIRMA;XRCC6;Lmo7;HIST1H4A;CDC4;SKI;HDAC1;INPP5B;MACF1;SARS;TRIM33;MEF2D;APOA2;DHX9;MAPRE3;MTA3;DARS;HOXD13;STAT4;SATB2;SUMO1;SATB1;SMARCC1;POU1F1;PDS5A;BEND4;BBS7;CLINT1;NKX2-5;RACK1;TFAP2A;PRRC2A;VARS;GOPC;ETV1;HDAC9;KMT2C;GTF2E2;MYC;EEF1D;HAUS6;CREB3;IARS;NR5A1;DDX21;EBF3;ARNTL;MYOD1;TSG101;ARRB1;HSPA8;APLP2;M6PR;ATF7;SMARCC2;UBC;GTF2F2;LMO7;NFATC4;SIX4;BATF;HSP90AA1;NEDD4;ARID3B;PPP4C;CSNK2A2;BANP;RABEP1;CHD3;NCOR1;LIG3;TOP2A;SMARCE1;CAVIN1;NBR1;NFE2L1;HOXB9;KPNA2;RPRD1A;SMAD4;GTF2F1;KHSRP;HNRNPM;TMED1;NFIX;NR2F6;JUND;FOSB;STRN4;NAT14;CEBPB;TAF4;APP;SMARCB1;GGA1;RANGAP1;TCF20;TAF1;NKRF;TCF20;TCF20;VARS;EEF1D;TAF4;SMARCB1;TCF20;PRRC2A;VARS;PRRC2A;VARS;TCF20;PRRC2A;PRRC2A;VARS;PRRC2A;VARS;PRRC2A;VARS;Smarcb1;Senp2;Smarca2;NFATC4	Physical Interaction;Genetic Interaction	Vinblastine;Arsenic trioxide;Irbesartan;Pseudoephedrine
MAP1LC3A	MAP1LC3A;ATG8E;LC3;LC3A;MAP1ALC3;MAP1BLC3	84557	GeneID:84557;HGNC:HGNC:6838;MIM:601242;ensembl_gene_id:ENSG00000101460	Homo sapiens	KIF15;KIF15;MAP1LC3B;PIK3C2A;PRKAG2;CALCOCO2;VCP;CASP8;UBQLN1;OPTN;NBR1;TBC1D5;ATG3;KEAP1;SQSTM1;WDFY3;PRPF40A;PIAS4;PINK1;RAB33B;MAP1S;HTT;BNIP3L;UBQLN4;PSMD4;SYNPO2;MAP1LC3A;EPHA7;SRPK1;LGALS3;ATG4B;TNIP1;KXD1;AKAP13;RTKN;ATG7;TP53INP2;GPSM1;TP53INP1;MEFV;CLU;CHDH;BCL10;SQSTM1;MDM2;DCAF1;CAV1;NEDD4;FANCC;BBC3;AMBRA1;SHC1;ANK3;ANK2;COPS3;ATXN3;PARP1;RAD51;AP2M1;SPRED2;RAD23A;ATG14;ULK1;PADI3;SERBP1;RABGAP1L;RAB7B;RASSF5;EPRS;RAB3GAP2;HNRNPU;ASAP2;HADHA;HADHB;EPAS1;RAB3GAP1;PGAP1;PDCD6IP;FYCO1;PRKCI;TBC1D1;SNCA;TBC1D9;PRKAA1;MAP1B;LMNB1;MATR3;CLINT1;HNRNPH1;TBC1D9B;TBC1D7;TUBB;HSPA1A;IGF2R;EGFR;NIPSNAP2;RB1CC1;NSMAF;STK3;CLTA;TBC1D2;RABGAP1;HSPA5;SEC16A;NOTCH1;TUBB4B;AP2A2;TOLLIP;TRIM21;PSMA1;ATG13;EML3;PICALM;H2AFX;GABARAPL1;TUBA1B;ATG101;CBX5;UBC;IPO5;HSPA2;RDH12;NEK9;TP53BP1;MAP1A;RPL4;TBC1D2B;PLIN1;MVP;TBC1D10B;PELP1;DVL2;AP2B1;RETREG3;CLTC;DDX5;TBC1D16;EPG5;SAFB2;SAFB;HNRNPM;TMEM160;AP2A1;TBC1D17;RRBP1;STK4;APP;CLTCL1;NIPSNAP1;TBC1D10A;DDX17;PRDX4;FUNDC1;TBC1D25;PADI3;TUBB;HSPA1A;TUBB;HSPA1A;AP2A2;TUBB;HSPA1A;AP2A2;TUBB;TUBB;TUBB;HSPA1A;TUBB;Sqstm1;HNRNPH1;TBC1D9B	Physical Interaction	
MAP3K4	MAP3K4;MAPKKK4;MEKK 4;MEKK4;MTK1;PRO0412	4216	GeneID:4216;HGNC:HGNC:6856;MIM:602425;ensembl_gene_id:ENSG00000085511	Homo sapiens	CDC42;RAC1;ALK;SH3KBP1;ZFP36;TRAF4;MAP2K6;MAP2K3;MAP2K4;MAP2K7;CHUK;GSK3B;MAP3K4;HNRNPD;POLR2F;MAPK8;RAP1B;SORT1;SRPRA;KIF23;BAG3;SYNCRIP;AP4E1;GOLT1B;SGTB;KIF21A;INTS14;CNTROB;NEDD1;KIF7;BAG6;BAG6;BAG6;BAG6;BAG6;BAG6;BAG6;USF1;Magoh;Fign;MAPK13;GADD45B;SPATA1;ACTBL2;SIGLECL1;BTK;TOP1;TOP2A;TOP3A;TOP3A;MFHAS1;MFHAS1;ATM;BCKDK;FGFR3;CDC37;VIRMA;GADD45A;TPR;FLNB;PIK3CB;RIPK2;YWHAZ;GADD45G;CNTRL;MAP2K1;AXIN1	Physical Interaction;Genetic Interaction	
MAP3K5	MAP3K5;ASK1;MAPKKK5;MEKK5	4217	GeneID:4217;HGNC:HGNC:6857;HPRD:03904;MIM:602448;ensembl_gene_id:ENSG00000197442	Homo sapiens	GADD45B;KMT2A;PDCD6;TRAF1;TRAF2;TRAF3;TRAF5;TRAF6;CDC25A;MAP3K5;DUSP19;MAP2K7;CDKN1A;RB1CC1;HSPA1A;HSPA1A;HSPA1A;HSPA1A;HSPA1A;TXN;MAP3K6;ERN1;RAF1;EIF2AK2;ARRB2;MAPK8IP3;PPP5C;GLRX;GSTM1;MAP3K7;DAXX;DAXX;DAXX;DAXX;DAXX;GNA12;GNA13;STUB1;ALK;SOCS1;PRKAA2;PRKAB2;SMN1;SMN1;SMN1;USP9X;NEDD4;ARRB1;TNFAIP3;NEDD4L;HSPA4;MAP2K4;FAS;MAP2K6;YWHAQ;JAK2;PTPN11;DYRK1A;PARK7;HSP90AA1;MCRS1;AKT2;MAP2K3;GEMIN5;AKT1;PIK3R1;DAB2IP;Melk;SIAH1;GAPDH;TNFSF13B;APOBEC3G;YWHAG;CIB1;TPD52L2;AURKA;CCND2;CDK4;CDK6;CDKN2A;FZR1;GLIS2;GLIS2;NF2;EGLN3;BTRC;CDK2;CFLAR;AIFM1;PRKAG1;YWHAZ;VIRMA;APP;ATAD3A;QARS;TERT;FBXW11;FGFR4;PSMC2;NPY4R;PSMC3;P2RY6;LATS2;PSMC1;CREBBP;PSMC5;PRKAR1A;SOCS3;MBP;STK11;NACC1;PSMC4;TEAD2;Rb1cc1;Gstm1;TXN2;EP300;DMD;PSMC4;Mbp	Physical Interaction;Genetic Interaction	
MAPK14	MAPK14;CSBP;CSBP1;CSBP2;CSPB1;EXIP;Mxi2;p38;p38ALPHA;PRKM14;PRKM15;RK;SAPK2A	1432	GeneID:1432;HGNC:HGNC:6876;HPRD:02619;MIM:600289;ensembl_gene_id:ENSG00000112062	Homo sapiens	HTRA2;DUSP10;ZFP36L1;MAPK14;MAP2K6;RPS6KA4;AKT1;MAPKAPK2;ATF2;SPAG9;DUSP16;DUSP16;CDC25B;CDC25C;MAPKAPK3;TAB1;DUSP4;DUSP1;MAP2K3;PLCB2;TGFBR1;CAMKK2;MYEF2;CSNK2B;CSNK2B;CSNK2B;CSNK2B;CSNK2B;CSNK2B;CSNK2B;NFKBIA;IKBKB;PAK6;RELA;MAPK11;Dusp9;HDGF;KAT2B;EP300;HDAC3;TP53;CBL;MAP2K4;SQSTM1;ATM;CDK13;ARHGAP9;Dlg4;Dlg4;TSC1;RB1;BTRC;ARRB1;ADRB2;SUPT20H;BICD1;CEP164;SRPK1;PDX1;PTPRR;YWHAE;YWHAE;CDT1;MYO19;MYO19;NFATC4;PTPN7;F2R;SQSTM1;RPS6KA5;MKNK1;MKNK2;NFATC4;CALM1;DUSP9;DUSP2;RALB;GTSF1;MYF6;GPR156;HOXC10;LCOR;FAM19A3;LIPG;PTPN5;TRIM25;ILKAP;NFIC;NEDD4;RECQL4;ULK1;ATG13;RPL22;EPHA2;HDAC1;MARCKSL1;PHC2;EPS15;JUN;FUBP1;ARNT;S100A9;SNAPIN;YY1AP1;MEF2D;ATF6;TRMT1L;PTPRC;ACTA1;ADSS;PPM1G;SPTBN1;AMMECR1L;NEB;STK39;GORASP2;HSPD1;CASP8;CREB1;ZNF142;OBSL1;NKTR;CDC25A;DUSP7;ROBO1;ARL13B;CCDC14;CNBP;PAK2;WDR1;PI4K2B;CENPC;UGT2B10;CASP3;RICTOR;OXCT1;MEF2C;SLC12A2;FGFR4;HIVEP1;CDKN1A;CUL7;TMEM63B;LRRC1;EEF1A1;TAB2;PLG;FOXK1;ETV1;HOXA5;HOXA10;EGFR;BAZ1B;LIMK1;HSPB1;CDK6;MUC12;ZNHIT1;SMARCD3;KMT2C;EIF4EBP1;COPS5;MYC;CDKN2A;MOB3B;CIZ1;GATA3;BMI1;MAPK8;TOLLIP;USP47;PAK1;DCUN1D5;CCND2;CD4;TFCP2;KRT8;SP1;HOXC9;RPL41;DDIT3;CDK4;DUSP6;STAB2;MAPKAPK5;PTPN11;FBXW8;LATS2;NRL;GMFB;MAX;SRSF5;ELMSAN1;PPP4R3A;EPB42;IQGAP1;MEF2A;RHBDF1;GFER;FLYWCH2;KIF22;MAZ;MAPK3;MYLK3;BCAR1;KARS;KAT2A;MAPT;HOXB6;HOXB9;NME1;TYMS;RNF138;SMAD7;MBP;STK11;CSNK1G2;AES;EEF2;MAP2K7;GDF15;DYRK1B;MAP3K10;CCDC97;ERF;CCDC8;CSNK2A1;SLX4IP;BCL2L1;TPX2;NCOA3;RRP1B;PPIL2;MAPK1;NF2;TCF20;RPS6KA3;USP11;TCEAL1;PAK3;SH2D1A;INTS6L;IRAK1;FLNA;DYRK1B;TCF20;TCF20;PTPRC;UGT2B10;MAPT;TCF20;MAPT;TCF20;Rps6kb1;NRL;BCAR1;DCAF1	Physical Interaction;Genetic Interaction	4-[3-Methylsulfanylanilino]-6,7-Dimethoxyquinazoline;N-(3-TERT-BUTYL-1H-PYRAZOL-5-YL)-N'-{4-CHLORO-3-[(PYRIDIN-3-YLOXY)METHYL]PHENYL}UREA;4-[5-(3-IODO-PHENYL)-2-(4-METHANESULFINYL-PHENYL)-1H-IMIDAZOL-4-YL]-PYRIDINE;Inhibitor of P38 Kinase;N,4-dimethyl-3-[(1-phenyl-1H-pyrazolo[3,4-d]pyrimidin-4-yl)amino]benzamide;1-(2,6-Dichlorophenyl)-5-(2,4-Difluorophenyl)-7-Piperidin-4-Yl-3,4-Dihydroquinolin-2(1h)-One;N-[(3z)-5-Tert-Butyl-2-Phenyl-1,2-Dihydro-3h-Pyrazol-3-Ylidene]-N'-(4-Chlorophenyl)Urea;N-cyclopropyl-4-methyl-3-[1-(2-methylphenyl)phthalazin-6-yl]benzamide;4-{4-[(5-hydroxy-2-methylphenyl)amino]quinolin-7-yl}-1,3-thiazole-2-carbaldehyde;4-[3-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL]PYRIDINE;N-cyclopropyl-2',6-dimethyl-4'-(5-methyl-1,3,4-oxadiazol-2-yl)biphenyl-3-carboxamide;2-(ETHOXYMETHYL)-4-(4-FLUOROPHENYL)-3-[2-(2-HYDROXYPHENOXY)PYRIMIDIN-4-YL]ISOXAZOL-5(2H)-ONE;4-(2-HYDROXYBENZYLAMINO)-N-(3-(4-FLUOROPHENOXY)PHENYL)PIPERIDINE-1-SULFONAMIDE;6-[4-(2-fluorophenyl)-1,3-oxazol-5-yl]-N-(1-methylethyl)-1,3-benzothiazol-2-amine;N-cyclopropyl-4-methyl-3-{2-[(2-morpholin-4-ylethyl)amino]quinazolin-6-yl}benzamide;4-(4-FLUOROPHENYL)-1-CYCLOROPROPYLMETHYL-5-(4-PYRIDYL)-IMIDAZOLE;6((S)-3-Benzylpiperazin-1-Yl)-3-(Naphthalen-2-Yl)-4-(Pyridin-4-Yl)Pyrazine;SB220025;4-(Fluorophenyl)-1-Cyclopropylmethyl-5-(2-Amino-4-Pyrimidinyl)Imidazole;2-Chlorophenol;[5-AMINO-1-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL](3-{[(2R)-2,3-DIHYDROXYPROPYL]OXY}PHENYL)METHANONE;[5-AMINO-1-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL][3-(PIPERIDIN-4-YLOXY)PHENYL]METHANONE;N-cyclopropyl-3-{[1-(2,4-difluorophenyl)-7-methyl-6-oxo-6,7-dihydro-1H-pyrazolo[3,4-b]pyridin-4-yl]amino}-4-methylbenzamide;N-[2-methyl-5-(methylcarbamoyl)phenyl]-2-{[(1R)-1-methylpropyl]amino}-1,3-thiazole-5-carboxamide;1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-naphthalen-1-ylurea;3-(4-Fluorophenyl)-1-Hydroxy-2-(Pyridin-4-Yl)-1h-Pyrrolo[3,2-B]Pyridine;Triazolopyridine;N-(cyclopropylmethyl)-2'-methyl-5'-(5-methyl-1,3,4-oxadiazol-2-yl)biphenyl-4-carboxamide;1-(5-Tert-Butyl-2-P-Tolyl-2h-Pyrazol-3-Yl)-3-[4-(2-Morpholin-4-Yl-Ethoxy)-Naphthalen-1-Yl]-Urea;4-[5-(4-FLUORO-PHENYL)-2-(4-METHANESULFINYL-PHENYL)-3H-IMIDAZOL-4-YL]-PYRIDINE;3-(1-NAPHTHYLMETHOXY)PYRIDIN-2-AMINE;3-FLUORO-5-MORPHOLIN-4-YL-N-[3-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-5-YL]BENZAMIDE;3-fluoro-N-1H-indol-5-yl-5-morpholin-4-ylbenzamide;1-(5-Tert-Butyl-2-Methyl-2h-Pyrazol-3-Yl)-3-(4-Chloro-Phenyl)-Urea;3-{3-bromo-4-[(2,4-difluorobenzyl)oxy]-6-methyl-2-oxopyridin-1(2H)-yl}-N,4-dimethylbenzamide;2-fluoro-4-[4-(4-fluorophenyl)-1H-pyrazol-3-yl]pyridine;N-(3-cyanophenyl)-2'-methyl-5'-(5-methyl-1,3,4-oxadiazol-2-yl)-4-biphenylcarboxamide;N-ethyl-4-{[5-(methoxycarbamoyl)-2-methylphenyl]amino}-5-methylpyrrolo[2,1-f][1,2,4]triazine-6-carboxamide;N~3~-cyclopropyl-N~4~'-(cyclopropylmethyl)-6-methylbiphenyl-3,4'-dicarboxamide;N-[4-CHLORO-3-(PYRIDIN-3-YLOXYMETHYL)-PHENYL]-3-FLUORO-;3-(2-CHLOROPHENYL)-1-(2-{[(1S)-2-HYDROXY-1,2-DIMETHYLPROPYL]AMINO}PYRIMIDIN-4-YL)-1-(4-METHOXYPHENYL)UREA;8-(2-CHLOROPHENYLAMINO)-2-(2,6-DIFLUOROPHENYLAMINO)-9-ETHYL-9H-PURINE-1,7-DIIUM;4-PHENOXY-N-(PYRIDIN-2-YLMETHYL)BENZAMIDE;2-{4-[5-(4-chlorophenyl)-4-pyrimidin-4-yl-1H-pyrazol-3-yl]piperidin-1-yl}-2-oxoethanol;2-(2,6-DIFLUOROPHENOXY)-N-(2-FLUOROPHENYL)-9-ISOPROPYL-9H-PURIN-8-AMINE;5-(2,6-dichlorophenyl)-2-[(2,4-difluorophenyl)sulfanyl]-6H-pyrimido[1,6-b]pyridazin-6-one;4-[5-[2-(1-Phenyl-Ethylamino)-Pyrimidin-4-Yl]-1-Methyl-4-(3-Trifluoromethylphenyl)-1h-Imidazol-2-Yl]-Piperidine;1-(2,6-Dichlorophenyl)-5-(2,4-Difluorophenyl)-7-Piperazin-1-Yl-3,4-Dihydroquinazolin-2(1h)-One;3-FLUORO-5-MORPHOLIN-4-YL-N-[1-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-6-YL]BENZAMIDE;3-(Benzyloxy)Pyridin-2-Amine
MAPK8	MAPK8;JNK;JNK-46;JNK1;JNK1A2;JNK21B1/2;PRKM8;SAPK1;SAPK1c	5599	GeneID:5599;HGNC:HGNC:6881;HPRD:03100;MIM:601158;ensembl_gene_id:ENSG00000107643	Homo sapiens	DUSP10;BID;EZR;RHOA;ARHGDIA;FAS;MSN;SPIB;Dusp22;SH3BP5;DUSP22;MAP3K1;ATF2;SPAG9;MAP2K4;JUN;SNCG;SNCA;JUND;MAPK8IP1;MAPK8IP3;PRKDC;DUSP16;DUSP16;DUSP4;DUSP1;MAP2K7;MYC;MAP3K2;PDPK1;CEBPA;CDKN1A;TP53;HDAC1;PIAS2;Dusp9;CDT1;CBL;FZR1;RPTOR;MAP3K4;SP1;MAPK8;CTNNB1;CDKN1B;WDR62;STAT3;JKAMP;MAPKAP1;NFATC4;VRK2;CASP3;PKMYT1;SERPINB3;SERPINB4;CDKN2A;RB1;ATF7;APP;GEMIN5;HIVEP1;CAMP;GARS;GFPT1;GUCY1A1;HSD17B4;ID2;GANAB;NKAPD1;MAPK9;RPS6KB1;NFE2L2;EGFR;CDC42;CRK;CRK;GSTP1;GPS1;GPS2;HRAS;HRAS;NFATC4;VANGL2;DUSP8;DUSP8;DUSP8;LAMP3;MAPK14;BANP;APBB2;PXN;CSK;SSU72;MTOR;CDKN2C;RBM15;HIST2H2AA3;CCT3;FASLG;ELK4;COG2;WDCP;PPM1B;REL;CCT4;BCL2L11;GORASP2;CASP10;CASP8;BMPR2;STK11IP;IRS1;RAD18;RAF1;TKT;DCP1A;FLNB;RABL3;PSMD2;AIMP1;SCOC;FAM193B;PRR3;PNRC1;MAP3K7;TCP1;ETV1;HDAC9;CCT6A;TNFRSF10B;YWHAZ;HSF1;TJP2;TRAF2;SIRT1;ANXA7;PAX2;ATE1;RPLP2;NUP98;SPI1;SF1;FADD;CTSC;TAF1D;H2AFX;HSPA8;APLP2;TNFRSF1A;TFCP2;NR4A1;KRT8;NFE2;CCT2;STAB2;BCL7A;ZNF605;ZNF219;PRKD1;CCDC88C;HSP90AA1;AKT1;BMF;MAP2K1;SMAD3;CRTC3;CSNK2A2;NFATC3;BCAR1;WWOX;KCNAB3;BLMH;MAPT;PHLPP1;BCL2;MBP;MKNK2;MAP2K2;SH2D3A;JUNB;IRF3;BCL2L1;ITCH;SCAND1;NCOA3;NFATC2;CCT8;SUN2;EP300;ELK1;BCL7A;MAPT;PRR3;MAPT;PRR3;PRR3;PRR3;PRR3;PRR3;Wwox;Trp53;Rps6kb1;Rara;HSF1;BCAR1;ELP1	Physical Interaction;Genetic Interaction	2,6-Dihydroanthra/1,9-Cd/Pyrazol-6-One;2-fluoro-6-{[2-({2-methoxy-4-[(methylsulfonyl)methyl]phenyl}amino)-7H-pyrrolo[2,3-d]pyrimidin-4-yl]amino}benzamide;2-({2-[(3-HYDROXYPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)BENZAMIDE;5-CYANO-N-(2,5-DIMETHOXYBENZYL)-6-ETHOXYPYRIDINE-2-CARBOXAMIDE;6-CHLORO-9-HYDROXY-1,3-DIMETHYL-1,9-DIHYDRO-4H-PYRAZOLO[3,4-B]QUINOLIN-4-ONE;N-(4-AMINO-5-CYANO-6-ETHOXYPYRIDIN-2-YL)-2-(4-BROMO-2,5-DIMETHOXYPHENYL)ACETAMIDE
MBTPS1	MBTPS1;PCSK8;S1P;SKI-1	8720	GeneID:8720;HGNC:HGNC:15456;HPRD:04522;MIM:603355;ensembl_gene_id:ENSG00000140943	Homo sapiens	ZBED8;TNFSF11;TNFRSF14;TNFRSF14;CDK2AP2;C11orf58;SPHK1;Dlg4;Dlg4;BIRC3;MOV10;NXF1;TAZ;PEX19;PLAUR;SIAE;HNRNPL;TNIP2;CANX;CANX;VIRMA;TANK;HDAC1;HDAC2	Physical Interaction	
MBTPS2	MBTPS2;BRESEK;IFAP;KFSD;KFSDX;OLMSX;S2P	51360	GeneID:51360;HGNC:HGNC:15455;HPRD:02243;MIM:300294;ensembl_gene_id:ENSG00000012174	Homo sapiens	IL17RC;ABCB7;ANAPC13;ASCC3;ASNA1;ATP6AP1;ATP6V1G1;AURKA;BOD1L1;CAMLG;CAPZB;CENPM;CIT;CKAP5;CMAS;COA3;CYB5B;DARS;EMC1;EMC2;ERH;FDPS;KDM1A;KIF14;MAX;MBTPS2;VIRMA;NUDC;NFYC;PSMD4;OPA1;FAM8A1;SLC35A1;MRPL18;SARAF;TTI2;RPL30;RPL35;RPLP2;SYVN1;MRPL11;NDUFB1;NUBP1;NIP7;MPHOSPH6;TIMM22;MED9;RBBP8;WDR7;PPP2R1A;XRN2;TOMM22;POLA1;TIMM22;TIMM22	Physical Interaction;Genetic Interaction	
PPP1R15A	PPP1R15A;GADD34	23645	GeneID:23645;HGNC:HGNC:14375;MIM:611048;ensembl_gene_id:ENSG00000087074	Homo sapiens	KMT2A;BAG1;SMARCB1;SMARCB1;GLC7;BCAR1;LYN;HABP4;PPP1CC;CUEDC2;IKBKB;RAD21;CUL3;COPS5;CAND1;SMAD7;Dlg4;Dlg4;PPP1CA;ZNF512B;CTBP2;PPP1R1A;BCAR1;PPP1CB;TSN;BBX;ZNF92;PLEKHA1;HSPA8;EIF2S1;MINK1;MUM1;POP4	Physical Interaction	
